ID,Distance,Date,SellerG,Propertycount,Car,Method,CouncilArea,Suburb,Bathroom,Regionname,Address,Type,Postcode,BuildingArea,Lattitude,Bedroom2,Landsize,YearBuilt,Longtitude,Rooms,Price
16299,12.0,28/10/2017,Nelson,21650.0,,VB,Darebin City Council,Reservoir,,Northern Metropolitan,1/54 Cheddar Rd,t,3073.0,,,,,,,3.0,600000.0
16300,14.0,26/08/2017,Barry,14042.0,,S,Brimbank City Council,St Albans,,Western Metropolitan,1/52 Conrad St,t,3021.0,,,,,,,2.0,457500.0
16301,13.8,24/09/2016,Ray,5420.0,1.0,S,Manningham City Council,Templestowe Lower,1.0,Eastern Metropolitan,9 Esther St,h,3107.0,,-37.7656,3.0,726.0,1960.0,145.1017,3.0,1053000.0
16302,8.4,6/05/2017,Sweeney,5498.0,2.0,S,Hobsons Bay City Council,Newport,1.0,Western Metropolitan,83 Elizabeth St,h,3015.0,,-37.836,3.0,1070.0,,144.8784,3.0,2000000.0
16303,6.3,25/11/2017,Kay,4836.0,,PI,Stonnington City Council,Armadale,,Southern Metropolitan,1 Barnato Gr,h,3143.0,,,,,,,4.0,7000000.0
16304,7.7,7/05/2016,Jas,1223.0,2.0,S,Hobsons Bay City Council,Spotswood,1.0,Western Metropolitan,6 McNeilage St,h,3015.0,116.0,-37.8333,2.0,562.0,1950.0,144.8868,2.0,832500.0
16305,16.3,3/09/2017,Barry,8279.0,2.0,S,Whittlesea City Council,Lalor,2.0,Northern Metropolitan,123 Gillwell Rd,h,3075.0,,-37.65936,4.0,500.0,,144.9967,4.0,715000.0
16306,16.1,12/08/2017,Nelson,8524.0,2.0,S,Banyule City Council,Greensborough,2.0,Northern Metropolitan,142 Elder St,h,3088.0,168.0,-37.716359999999995,3.0,609.0,1980.0,145.09792,3.0,815000.0
16307,5.3,23/09/2017,Jellis,11364.0,1.0,VB,Darebin City Council,,2.0,Northern Metropolitan,61 Henry St,h,3070.0,,-37.77171,4.0,344.0,1900.0,144.99565,4.0,1550000.0
16308,6.2,28/10/2017,Greg,5498.0,2.0,VB,Hobsons Bay City Council,Newport,2.0,Western Metropolitan,105 Mason St,h,3015.0,261.0,-37.8419,4.0,349.0,,144.87537,4.0,1400000.0
16309,3.1,3/09/2017,MICM,2230.0,2.0,S,Melbourne City Council,West Melbourne,1.0,Northern Metropolitan,4/593 Spencer St,u,3003.0,,-37.80704,2.0,,2005.0,144.94632,2.0,705000.0
16310,5.3,14/10/2017,McGrath,11364.0,,SP,Darebin City Council,Northcote,,Northern Metropolitan,105/2 Beavers Rd,u,3070.0,,,,,,,2.0,542500.0
16311,4.6,3/06/2017,Marshall,7717.0,,PI,Stonnington City Council,Prahran,,Southern Metropolitan,22 Abeckett St,h,3181.0,,-37.85136,,,,145.00925,3.0,1810000.0
16312,5.2,8/04/2017,Jellis,11918.0,1.0,PI,Moreland City Council,Brunswick,2.0,Northern Metropolitan,1 Denman St,h,3056.0,,-37.7548,4.0,459.0,,144.9545,4.0,1500000.0
16313,7.3,27/05/2017,J,10412.0,2.0,S,Boroondara City Council,Glen Iris,2.0,Southern Metropolitan,42 Martin Rd,,3146.0,,-37.84965,3.0,,,145.05903999999998,3.0,1500000.0
16314,18.4,25/11/2017,Ray,13830.0,2.0,S,Wyndham City Council,Hoppers Crossing,2.0,Western Metropolitan,118 Grevillea Cr,h,3029.0,,-37.8587,3.0,670.0,,144.7132,3.0,542500.0
16315,7.3,6/01/2018,Jellis,2671.0,3.0,VB,Boroondara City Council,Kew East,2.0,Southern Metropolitan,21 Baker Av,h,3102.0,265.0,-37.79246,5.0,650.0,1950.0,145.04236,5.0,2300000.0
16316,0.7,29/07/2017,Harcourts,8400.0,0.0,S,Melbourne City Council,Southbank,1.0,Southern Metropolitan,101/8 Wells St,u,3006.0,,-37.82618,2.0,3901.0,1996.0,144.96891000000002,2.0,732000.0
16317,6.2,26/08/2017,RT,1223.0,2.0,S,Hobsons Bay City Council,Spotswood,1.0,Western Metropolitan,,h,3015.0,,,3.0,478.0,,144.87395,3.0,965000.0
16318,11.1,27/11/2016,RT,5132.0,4.0,SP,Hobsons Bay City Council,Altona North,1.0,Western Metropolitan,5 Cresser St,h,3025.0,158.0,-37.8375,4.0,633.0,1960.0,144.8541,4.0,1200000.0
16319,15.5,9/12/2017,Barry,5336.0,3.0,PI,Brimbank City Council,Taylors Lakes,2.0,Western Metropolitan,71 Wellesley Dr,h,3038.0,,-37.69048,4.0,723.0,,144.78701999999998,4.0,700000.0
16320,7.7,28/10/2017,Marshall,8920.0,2.0,S,Boroondara City Council,Camberwell,4.0,Southern Metropolitan,46 Fordham Av,h,3124.0,337.0,-37.838190000000004,5.0,,1950.0,145.07307,5.0,2700000.0
16321,7.7,3/09/2016,Chisholm,8989.0,1.0,S,Port Phillip City Council,Elwood,1.0,Southern Metropolitan,8/44 Southey St,u,3184.0,51.0,-37.8761,1.0,0.0,1930.0,144.9871,1.0,520000.0
16322,14.0,14/10/2017,Westside,14042.0,2.0,PI,Brimbank City Council,St Albans,1.0,Western Metropolitan,2/2 Lester Av,h,3021.0,,-37.74493,3.0,,,144.81038999999998,3.0,530000.0
16323,,19/08/2017,GL,5058.0,1.0,VB,Maribyrnong City Council,West Footscray,1.0,,24 Oxford St,h,3012.0,,-37.792190000000005,3.0,160.0,,144.87575,3.0,675000.0
16324,5.3,10/03/2018,Nelson,11364.0,2.0,S,Darebin City Council,Northcote,1.0,Northern Metropolitan,124 Arthurton Rd,h,3070.0,,-37.76798,3.0,422.0,,144.98901,3.0,1010000.0
16325,7.8,29/04/2017,Brad,11204.0,4.0,S,Darebin City Council,Coburg,3.0,Northern Metropolitan,1 Balloan St,h,3058.0,285.0,-37.7397,6.0,768.0,1997.0,144.9603,6.0,1455000.0
16326,7.2,29/07/2017,Biggin,4898.0,2.0,S,Glen Eira City Council,Elsternwick,1.0,Southern Metropolitan,3/14 Sinclair St,u,3185.0,92.0,-37.88295,2.0,538.0,2005.0,145.00083,2.0,834500.0
16327,8.2,17/06/2017,Nelson,1308.0,1.0,SP,Moonee Valley City Council,Essendon North,1.0,Western Metropolitan,3/26 Renown St,h,3041.0,,-37.73746,2.0,173.0,2009.0,,2.0,685000.0
16328,14.2,9/09/2017,Open,13366.0,2.0,S,Monash City Council,Mount Waverley,1.0,Eastern Metropolitan,1/17 French St,u,3149.0,131.0,-37.88766,3.0,,1983.0,145.13013999999998,3.0,851000.0
16329,16.3,24/06/2017,Harcourts,8279.0,1.0,S,Whittlesea City Council,Lalor,1.0,Northern Metropolitan,1 Howell St,h,3075.0,165.0,-37.67122,3.0,364.0,1985.0,145.01487,3.0,560000.0
16330,14.2,28/10/2017,Jellis,13366.0,2.0,PI,Monash City Council,Mount Waverley,3.0,Eastern Metropolitan,364 Highbury Rd,h,3149.0,,-37.85818,5.0,650.0,,145.13546000000002,5.0,2105000.0
16331,13.5,3/09/2016,Nelson,3464.0,1.0,PI,Moonee Valley City Council,Airport West,2.0,Western Metropolitan,154 Halsey Rd,t,3042.0,225.0,-37.718,3.0,303.0,2016.0,144.878,3.0,840000.0
16332,9.5,9/12/2017,Nelson,4502.0,,S,Moonee Valley City Council,Avondale Heights,,Western Metropolitan,31b Riverside Av,h,3034.0,,,,,,,3.0,760000.0
16333,47.3,28/10/2017,FN,17384.0,2.0,S,Cardinia Shire Council,Pakenham,2.0,Eastern Victoria,9 Colonial Wy,h,3810.0,214.0,-38.080859999999994,5.0,756.0,2006.0,145.47281999999998,5.0,490000.0
16334,14.6,16/04/2016,C21,2555.0,,S,Kingston City Council,Moorabbin,,Southern Metropolitan,10a Narooma St,u,3189.0,,,,,,,3.0,1035000.0
16335,18.4,18/11/2017,hockingstuart,13830.0,2.0,S,Wyndham City Council,Hoppers Crossing,2.0,Western Metropolitan,8 Elmes Ct,h,3029.0,217.0,-37.8707,4.0,933.0,1987.0,144.6813,4.0,693000.0
16336,12.1,27/11/2016,D'Aprano,2606.0,2.0,S,Moreland City Council,Hadfield,1.0,Northern Metropolitan,25 East St,h,3046.0,79.0,-37.7128,2.0,345.0,1990.0,144.9496,2.0,515000.0
16337,1.6,18/06/2016,Harrington,5825.0,1.0,S,Yarra City Council,Fitzroy,1.0,Northern Metropolitan,5/113 Cecil St,u,3065.0,,-37.7941,1.0,0.0,2000.0,144.9802,1.0,597000.0
16338,10.5,27/11/2016,Fletchers,2947.0,1.0,SP,Banyule City Council,Heidelberg Heights,1.0,Eastern Metropolitan,3/47 Southern Rd,,3081.0,,-37.7433,2.0,174.0,,145.0545,2.0,510000.0
16339,11.7,11/02/2017,Buxton,5678.0,2.0,S,Monash City Council,Burwood,1.0,Southern Metropolitan,3 Peacock St,h,3125.0,,-37.8509,3.0,706.0,,145.1161,3.0,1468000.0
16340,11.2,25/02/2017,Johnston,8801.0,1.0,S,Stonnington City Council,Malvern East,2.0,Southern Metropolitan,48 The Boulevard,h,3145.0,114.0,-37.8733,3.0,310.0,1970.0,145.0883,3.0,960000.0
16341,13.0,3/12/2016,hockingstuart,6795.0,1.0,S,Glen Eira City Council,Bentleigh,1.0,Southern Metropolitan,3/2 Scotts St,t,3204.0,250.0,-37.9204,,140.0,1970.0,145.0443,2.0,851000.0
16342,2.1,9/12/2017,Nelson,5825.0,,S,Yarra City Council,Fitzroy,,Northern Metropolitan,1/186 George St,u,3065.0,,,,,,,2.0,788000.0
16343,21.5,23/09/2017,hockingstuart,2824.0,2.0,S,Kingston City Council,Aspendale,2.0,South-Eastern Metropolitan,5/4 Groves St,t,3195.0,,-38.02779,3.0,,2006.0,145.10119,3.0,1140000.0
16344,10.9,28/05/2016,Trimson,962.0,,,Brimbank City Council,Brooklyn,,Western Metropolitan,2/641 Geelong Rd,u,3012.0,,,,,,,2.0,400000.0
16345,9.2,3/09/2016,Fletchers,7809.0,,S,Boroondara City Council,Balwyn North,,Southern Metropolitan,32 Maylands Av,h,3104.0,,,,,,,2.0,1305000.0
16346,11.2,19/11/2016,Barry,21650.0,2.0,S,Darebin City Council,Reservoir,1.0,Northern Metropolitan,6 Rodman St,h,3073.0,121.0,-37.7022,3.0,950.0,1960.0,145.0078,3.0,905000.0
16347,7.0,15/10/2016,Jas,6543.0,0.0,SP,Maribyrnong City Council,Yarraville,0.0,Western Metropolitan,1a Kingston St,h,3013.0,,-37.815,2.0,94.0,,144.8827,2.0,610000.0
16348,14.0,29/07/2017,YPA,4294.0,1.0,S,Hume City Council,Broadmeadows,1.0,Northern Metropolitan,5 Evans Ct,h,3047.0,,-37.69265,3.0,677.0,,144.92653,3.0,586000.0
16349,5.9,29/04/2017,Jellis,7082.0,1.0,VB,Moreland City Council,Brunswick West,1.0,Northern Metropolitan,4/17 Howson St,h,3055.0,59.0,-37.7711,2.0,0.0,1970.0,144.9487,2.0,545000.0
16350,20.6,7/10/2017,Jason,5833.0,2.0,S,Hume City Council,Roxburgh Park,2.0,Northern Metropolitan,33 Edgecombe Wy,h,3064.0,211.0,-37.63105,4.0,653.0,2000.0,144.92753000000002,4.0,688500.0
16351,6.9,13/05/2017,Nelson,6232.0,1.0,VB,Moonee Valley City Council,Moonee Ponds,2.0,Western Metropolitan,11A Murray St,h,3039.0,,-37.7595,3.0,169.0,,144.9255,3.0,1100000.0
16352,22.7,21/10/2017,Ray,11806.0,4.0,VB,Greater Dandenong City Council,Noble Park,1.0,South-Eastern Metropolitan,105 Buckley St,h,3174.0,,-37.973490000000005,2.0,,1950.0,145.17327,2.0,715000.0
16353,28.5,29/07/2017,Del,8443.0,2.0,SP,Casey City Council,Endeavour Hills,2.0,South-Eastern Metropolitan,3 Dunster Ct,h,3802.0,,-37.98873,5.0,836.0,1992.0,145.27018999999999,5.0,1015000.0
16354,4.1,14/05/2016,Cayzer,2019.0,1.0,S,Port Phillip City Council,Middle Park,1.0,Southern Metropolitan,81 Carter St,h,3206.0,,-37.8468,2.0,107.0,1900.0,144.9612,2.0,1020000.0
16355,7.0,9/12/2017,Woodards,8870.0,2.0,S,Darebin City Council,Thornbury,2.0,Northern Metropolitan,31 Normanby Av,h,3071.0,,-37.75928,3.0,,,144.99707,3.0,1211000.0
16356,21.5,15/07/2017,Hodges,5087.0,2.0,PI,Kingston City Council,Parkdale,2.0,South-Eastern Metropolitan,1/6 Birdwood St,t,3195.0,131.0,-37.99577,3.0,0.0,2013.0,145.07215,3.0,1190000.0
16357,10.8,17/03/2018,Ray,4480.0,,PI,Manningham City Council,Bulleen,,Eastern Metropolitan,2/16 Furneaux Gr,h,3105.0,,,,,,,3.0,925000.0
16358,8.2,24/02/2018,Nelson,1308.0,1.0,,Moonee Valley City Council,Essendon North,1.0,Western Metropolitan,8A Salisbury St,h,3041.0,102.0,-37.736129999999996,2.0,314.0,1940.0,144.90235,2.0,710000.0
16359,13.0,10/09/2016,Nelson,8870.0,1.0,S,Moreland City Council,Glenroy,1.0,Northern Metropolitan,62 Everard St,h,3046.0,,-37.6993,3.0,589.0,,144.9393,3.0,500000.0
16360,5.9,27/11/2016,Nelson,6567.0,1.0,PI,Moonee Valley City Council,Ascot Vale,1.0,Western Metropolitan,43 Mirams St,h,3032.0,,-37.7767,3.0,555.0,,144.9125,3.0,1060000.0
16361,23.0,17/02/2018,Ray,2985.0,2.0,SA,Maroondah City Council,Croydon North,1.0,Eastern Metropolitan,46 Alice St,h,3136.0,112.0,-37.7801,3.0,731.0,1970.0,145.28203,3.0,665500.0
16362,6.4,8/04/2017,Sweeney,7570.0,,S,Maribyrnong City Council,Footscray,,Western Metropolitan,6 Coral Av,h,3011.0,,,,,,,3.0,985000.0
16363,6.4,19/11/2016,Sweeney,7570.0,,S,Maribyrnong City Council,Footscray,,Western Metropolitan,13 Nicholson St,u,3011.0,,,,,,,2.0,440000.0
16364,3.3,17/09/2016,Marshall,14887.0,1.0,S,Melbourne City Council,South Yarra,1.0,Southern Metropolitan,76 Osborne St,h,3141.0,,-37.8428,1.0,569.0,,144.991,1.0,2115000.0
16365,11.2,8/04/2017,Love,21650.0,2.0,S,Darebin City Council,Reservoir,1.0,Northern Metropolitan,5 Carson St,h,3073.0,,-37.6982,3.0,874.0,,145.0043,3.0,665000.0
16366,14.2,16/09/2017,Jellis,13366.0,2.0,S,Monash City Council,Mount Waverley,2.0,Eastern Metropolitan,37 Pascall St,h,3149.0,160.0,-37.861270000000005,4.0,695.0,1970.0,145.14271000000002,4.0,1480000.0
16367,13.9,20/05/2017,FN,2185.0,1.0,VB,Brimbank City Council,Albion,1.0,Western Metropolitan,1/121 Anderson Rd,u,3020.0,35.0,-37.7849,1.0,1175.0,1970.0,144.8272,1.0,200000.0
16368,16.1,17/03/2018,Barry,8524.0,1.0,S,Banyule City Council,Greensborough,1.0,Northern Metropolitan,87 Hailes St,h,3088.0,,-37.69977,3.0,467.0,,145.09765,,637000.0
16369,13.3,28/05/2016,Douglas,4217.0,1.0,S,Brimbank City Council,Sunshine North,2.0,Western Metropolitan,17 Taniyha Pl,h,3020.0,295.0,-37.7743,4.0,786.0,1999.0,144.8425,5.0,1000000.0
16370,15.5,1/07/2017,O'Brien,3656.0,,S,Brimbank City Council,Keilor Downs,,Western Metropolitan,1/67 Lady Nelson Wy,h,3038.0,,,,,,,3.0,506000.0
16371,7.0,11/11/2017,Jellis,8870.0,1.0,S,Darebin City Council,Thornbury,1.0,Northern Metropolitan,25 Hobson St,h,3071.0,80.0,-37.7527,2.0,150.0,1995.0,144.9922,2.0,830000.0
16372,9.2,22/05/2016,Fletchers,7809.0,2.0,S,Boroondara City Council,Balwyn North,2.0,Southern Metropolitan,85a Woodville St,h,3104.0,177.0,-37.7846,3.0,368.0,2009.0,145.0935,3.0,1335000.0
16373,34.9,17/06/2017,hockingstuart,8060.0,2.0,S,Frankston City Council,Carrum Downs,1.0,South-Eastern Metropolitan,11 Goshawk Ct,h,3201.0,,,3.0,787.0,,145.1744,3.0,561000.0
16374,13.0,12/11/2016,hockingstuart,6795.0,3.0,S,Glen Eira City Council,Bentleigh,2.0,Southern Metropolitan,2/7 Gordon St,u,3204.0,475.0,-37.9274,2.0,226.0,2005.0,145.031,2.0,855000.0
16375,16.7,3/09/2017,Harcourts,7392.0,2.0,S,Monash City Council,Wheelers Hill,2.0,South-Eastern Metropolitan,6 The Woodland,h,3150.0,,,4.0,943.0,,145.18171,4.0,1678000.0
16376,13.1,16/07/2016,Noel,4605.0,2.0,S,Whitehorse City Council,Box Hill,2.0,Eastern Metropolitan,54 Watts St,h,3128.0,,-37.8143,4.0,729.0,,145.1262,4.0,1661000.0
16377,14.7,12/11/2016,Buxton,3692.0,,S,Kingston City Council,Oakleigh South,,South-Eastern Metropolitan,72A Axford Cr,u,3167.0,,,,,,,2.0,665000.0
16378,5.7,15/07/2017,Jellis,2211.0,,,Darebin City Council,Alphington,,Northern Metropolitan,2 Perry St,h,3078.0,,,,,,,3.0,1110000.0
16379,11.2,13/08/2016,,21650.0,3.0,S,Darebin City Council,Reservoir,1.0,Northern Metropolitan,7 Caddy Ct,h,3073.0,,-37.7293,3.0,620.0,,145.032,3.0,585000.0
16380,11.4,9/09/2017,Buxton,2397.0,3.0,S,,McKinnon,2.0,Southern Metropolitan,40 Station Av,h,3204.0,,-37.907959999999996,4.0,,,145.03968999999998,4.0,2280000.0
16381,9.7,3/03/2018,hockingstuart,7809.0,,VB,Boroondara City Council,Balwyn North,,Southern Metropolitan,1a Beverley Ct,t,3104.0,,,,,,,4.0,1250000.0
16382,23.0,28/10/2017,Barry,1705.0,2.0,S,Maroondah City Council,Croydon Hills,2.0,Eastern Metropolitan,3 Goulburn Ct,h,3136.0,,-37.774809999999995,4.0,704.0,,145.2741,4.0,940750.0
16383,15.3,24/06/2017,Harcourts,7955.0,2.0,S,Whittlesea City Council,Thomastown,1.0,Northern Metropolitan,18 Darebin Dr,h,3074.0,135.0,-37.682109999999994,3.0,555.0,1970.0,145.03204,3.0,651000.0
16384,18.4,22/07/2017,Triwest,13830.0,2.0,SP,Wyndham City Council,Hoppers Crossing,2.0,Western Metropolitan,2 Burge Cr,h,3029.0,205.0,-37.86821,4.0,680.0,1985.0,144.69566,4.0,650000.0
16385,3.3,3/12/2016,Kay,14887.0,2.0,S,Melbourne City Council,South Yarra,2.0,Southern Metropolitan,43/100 Commercial Rd,u,3141.0,138.0,-37.8453,3.0,0.0,1998.0,144.9849,3.0,1230000.0
16386,5.6,3/09/2016,Jellis,10331.0,1.0,S,Boroondara City Council,Kew,2.0,Southern Metropolitan,51 Rowland St,h,3101.0,,-37.812,2.0,697.0,,145.0547,2.0,4800000.0
16387,6.4,8/04/2017,Jas,7570.0,1.0,S,Maribyrnong City Council,Footscray,1.0,Western Metropolitan,7 The Crescent,h,3011.0,,-37.7939,3.0,452.0,1913.0,144.8936,3.0,1270000.0
16388,19.6,17/03/2018,HAR,10926.0,,S,Whittlesea City Council,Epping,,Northern Metropolitan,13 Raven Wk,h,3076.0,,,,,,,3.0,629250.0
16389,6.3,28/10/2017,Village,6543.0,2.0,S,Maribyrnong City Council,Yarraville,2.0,Western Metropolitan,19 Blackwood St,h,3013.0,,-37.81897,5.0,,,144.89223,5.0,2210000.0
16390,22.2,7/10/2017,Buxton,3940.0,2.0,S,Kingston City Council,Dingley Village,2.0,South-Eastern Metropolitan,46 Rhoda St,h,3172.0,151.0,-37.985640000000004,4.0,576.0,1975.0,145.12715,4.0,927000.0
16391,5.6,10/12/2016,Jellis,10331.0,1.0,S,Boroondara City Council,Kew,1.0,Southern Metropolitan,3/8 Mountain Gr,h,3101.0,,-37.8128,2.0,0.0,1970.0,145.0588,2.0,890000.0
16392,31.7,14/10/2017,YPA,14092.0,,S,Hume City Council,Sunbury,2.0,Western Metropolitan,68 Olive Gr,h,3429.0,,-37.57076,3.0,739.0,2000.0,144.70343,3.0,555000.0
16393,3.4,22/05/2016,Nelson,2954.0,1.0,S,Yarra City Council,Clifton Hill,1.0,Northern Metropolitan,1 John St,h,3068.0,,-37.7898,2.0,103.0,,144.9957,2.0,730000.0
16394,27.0,28/10/2017,hockingstuart,3906.0,2.0,VB,Kingston City Council,Chelsea,2.0,South-Eastern Metropolitan,5B Foy Av,t,3196.0,,-38.04681,4.0,,,145.11231,4.0,1250000.0
16395,14.7,1/07/2017,YPA,16166.0,,S,Wyndham City Council,Werribee,,Western Metropolitan,16 Wattamolla Av,h,3030.0,,,,,,,3.0,600000.0
16396,11.0,13/05/2017,Marshall,3052.0,2.0,S,Boroondara City Council,Ashburton,3.0,Southern Metropolitan,23 Solway St,h,3147.0,244.0,-37.8726,4.0,480.0,2016.0,145.0716,4.0,2220000.0
16397,13.4,11/11/2017,Jellis,,2.0,VB,Whitehorse City Council,Blackburn,2.0,Eastern Metropolitan,40 The Avenue,h,3130.0,,-37.8228,4.0,,,145.1487,4.0,2300000.0
16398,7.3,25/11/2017,OBrien,10412.0,1.0,S,Boroondara City Council,Glen Iris,1.0,Southern Metropolitan,42 Park Rd,h,3146.0,,-37.8517,3.0,,,145.0556,3.0,1810000.0
16399,12.9,14/10/2017,Stockdale,3285.0,1.0,S,Hume City Council,Gladstone Park,1.0,Western Metropolitan,14 Mayfair Cl,h,3043.0,,-37.68651,3.0,571.0,1870.0,144.89338999999998,3.0,588000.0
16400,8.9,18/11/2017,Miles,2698.0,,VB,Banyule City Council,Viewbank,,Eastern Metropolitan,5 Rainsford Pl,h,3084.0,,,,,,,5.0,1160000.0
16401,6.2,22/07/2017,Williams,5498.0,3.0,VB,Hobsons Bay City Council,Newport,2.0,Western Metropolitan,102 Market St,h,3015.0,154.3,-37.84769,3.0,449.0,1940.0,144.87667,3.0,1100000.0
16402,10.5,15/07/2017,Jas,4217.0,,S,Brimbank City Council,Sunshine North,,Western Metropolitan,3/30 Camperdown Av,u,3020.0,,,,,,,3.0,392500.0
16403,9.5,18/11/2017,Moonee,4502.0,2.0,S,Moonee Valley City Council,Avondale Heights,1.0,Western Metropolitan,35 Bordeaux St,h,3034.0,,-37.7547,3.0,540.0,,144.8639,3.0,881000.0
16404,31.7,29/07/2017,One,14092.0,2.0,S,Hume City Council,Sunbury,2.0,Western Metropolitan,26 Xavier Ct,h,3429.0,,-37.57499,3.0,563.0,1994.0,144.75329,3.0,495000.0
16405,11.4,4/06/2016,Nelson,3540.0,,SP,Banyule City Council,Rosanna,,Eastern Metropolitan,28a Brassey Av,h,3084.0,,,,,,,3.0,765000.0
16406,10.1,16/09/2017,Ray,7822.0,2.0,S,Glen Eira City Council,Carnegie,2.0,Southern Metropolitan,22A Mernda Av,h,3163.0,147.0,-37.89235,3.0,338.0,2011.0,145.04953999999998,3.0,1508000.0
16407,13.1,17/09/2016,Allens,4605.0,2.0,S,Whitehorse City Council,Box Hill,2.0,Eastern Metropolitan,12 Barcelona St,h,3128.0,235.0,-37.8244,3.0,780.0,1927.0,145.1319,4.0,1461400.0
16408,5.3,28/10/2017,Jellis,11364.0,,S,Darebin City Council,Northcote,1.0,Northern Metropolitan,195 Bastings St,h,3070.0,148.0,-37.775420000000004,4.0,,1925.0,145.01261,4.0,1620000.0
16409,3.8,8/04/2017,Greg,8648.0,2.0,S,Melbourne City Council,Port Melbourne,2.0,Southern Metropolitan,203 Station St,h,3207.0,226.0,-37.8323,3.0,368.0,1880.0,144.9463,3.0,2400000.0
16410,20.4,24/06/2017,YPA,4864.0,2.0,PI,Hume City Council,Greenvale,2.0,Northern Metropolitan,13 Ambleside Rd,h,3059.0,,-37.64385,3.0,775.0,,144.89221,3.0,770000.0
16411,4.6,28/08/2016,Marshall,7217.0,1.0,S,Stonnington City Council,Toorak,2.0,Southern Metropolitan,16 Cole Ct,h,3142.0,215.0,-37.8445,3.0,363.0,1935.0,145.0182,3.0,3270000.0
16412,18.4,26/08/2017,hockingstuart,13830.0,3.0,PI,Wyndham City Council,Hoppers Crossing,2.0,Western Metropolitan,80 Judkins Av,h,3029.0,180.0,-37.86495,4.0,632.0,1985.0,144.69718999999998,4.0,567000.0
16413,13.9,17/09/2016,Beller,10969.0,3.0,VB,Glen Eira City Council,Bentleigh East,1.0,Southern Metropolitan,601 South Rd,h,3165.0,,-37.9347,3.0,780.0,1940.0,145.0507,3.0,900000.0
16414,6.7,6/01/2018,Brad,3445.0,1.0,VB,Darebin City Council,Coburg North,1.0,Northern Metropolitan,13 Norris St,h,3058.0,91.0,-37.72481,2.0,390.0,1950.0,144.96085,2.0,730000.0
16415,20.6,14/10/2017,Ray,5833.0,2.0,S,Hume City Council,Roxburgh Park,3.0,Northern Metropolitan,16 Pickersgill Cr,h,3064.0,318.0,-37.63746,5.0,517.0,1998.0,144.91718999999998,5.0,675000.0
16416,9.9,13/05/2017,YPA,7485.0,1.0,S,Moreland City Council,Pascoe Vale,1.0,Northern Metropolitan,1/142 Derby St,h,3044.0,129.0,-37.7243,3.0,0.0,2000.0,144.9473,3.0,585000.0
16417,1.6,13/08/2016,Jellis,5825.0,1.0,S,Yarra City Council,Fitzroy,2.0,Northern Metropolitan,124 Westgarth St,h,3065.0,,-37.795,3.0,138.0,1900.0,144.9806,3.0,1481000.0
16418,18.4,3/03/2018,Ray,13830.0,6.0,S,Wyndham City Council,Hoppers Crossing,1.0,Western Metropolitan,25 Hampstead Dr,h,3029.0,150.0,-37.881370000000004,3.0,709.0,1986.0,144.69321000000002,3.0,691000.0
16419,4.6,15/10/2016,Jellis,7217.0,1.0,S,Stonnington City Council,Toorak,1.0,Southern Metropolitan,7/36 Grange Rd,u,3142.0,57.0,-37.8373,1.0,0.0,1970.0,145.0116,1.0,541000.0
16420,12.5,22/08/2016,Brad,389.0,2.0,VB,Moonee Valley City Council,Strathmore Heights,2.0,Western Metropolitan,14 Elysee Ct,h,3041.0,,-37.7115,4.0,539.0,,144.8966,4.0,780000.0
16421,14.7,28/10/2017,hockingstuart,15542.0,2.0,S,Wyndham City Council,Point Cook,2.0,Western Metropolitan,34 Featherbrook Dr,h,3030.0,143.0,-37.90934,4.0,,2011.0,144.73155,4.0,490000.0
16422,16.0,18/11/2017,Buxton,4794.0,2.0,VB,Bayside City Council,Highett,1.0,Southern Metropolitan,9 Miller St,h,3190.0,,-37.9502,3.0,652.0,,145.0296,3.0,1200000.0
16423,0.7,11/11/2017,Pagan,8400.0,,SP,Melbourne City Council,,,Southern Metropolitan,1108/9 Power St,u,3006.0,,,,,,,2.0,550000.0
16424,9.2,17/09/2016,Jellis,10412.0,4.0,S,Boroondara City Council,Glen Iris,2.0,Southern Metropolitan,1 Maitland St,h,3146.0,217.0,-37.8577,4.0,885.0,1910.0,145.0421,3.0,2825000.0
16425,13.1,16/09/2017,Nelson,5070.0,2.0,VB,Hume City Council,,2.0,Northern Metropolitan,34 Stanford Cl,h,3060.0,,-37.69592,3.0,350.0,,144.96381,3.0,670000.0
16426,13.5,,Prof.,6763.0,3.0,SP,Brimbank City Council,Sunshine West,1.0,Western Metropolitan,60 Bardsley St,h,,,-37.7916,3.0,612.0,1970.0,144.82,3.0,650000.0
16427,11.2,3/09/2017,Nelson,8870.0,,S,Moreland City Council,Glenroy,,Northern Metropolitan,60 Langton St,t,3046.0,,,,,,,3.0,599000.0
16428,7.8,21/10/2017,Ray,5549.0,,SP,Banyule City Council,,,Eastern Metropolitan,3/62 Livingstone St,t,3079.0,,,,,,,3.0,850000.0
16429,11.8,15/10/2016,Barry,4480.0,2.0,SP,Manningham City Council,Bulleen,2.0,Eastern Metropolitan,23 Bourke St,h,3105.0,245.0,-37.765,4.0,475.0,1996.0,145.0933,4.0,1302000.0
16430,18.4,10/03/2018,Sweeney,10160.0,2.0,SP,Wyndham City Council,Tarneit,2.0,Western Metropolitan,1 Northbridge Dr,h,3029.0,214.0,-37.83753,5.0,550.0,2010.0,144.66697,5.0,610000.0
